업체명,업종명,업체주소,데이터기준일
펀앤골프 운암로데오점,스크린골프,광주 북구 북문대로 117,2024-09-15
펀앤북,일반 서적,광주 북구 독립로367번길 12,2024-09-15
페르마학원,보습학원,광주 서구 상무중앙로 95,2024-09-15
페르마헤어살롱,미 용 원,광주 북구 서하로106번길,2024-09-15
페이머스 피자,서양음식,광주 광산구 도산신송길 31,2024-09-15
페이브(fave),미 용 원,광주 광산구 첨단중앙로182번길 90,2024-09-15
펜플PC방,기타레져업,광주 동구 필문대로 271,2024-09-15
펠리스,여관/기타숙박업,광주 광산구 무진대로212번길 14-18,2024-09-15
편리한 생활,종합용역,광주 북구 비엔날레로155번길 29,2024-09-15
편백담(광주신가점),일반한식,광주 광산구 신창로 8-6,2024-09-15
편편집 봉선점,일반한식,광주 남구 봉선2로 98,2024-09-15
편한기치과,치과의원,광주 북구 유림로 163,2024-09-15
평동방부의원,의원,광주 광산구 옥동,2024-09-15
평동상사,자동차부품,광주 광산구 평동산단로 170-3,2024-09-15
평동휴게소,스넥,광주 광산구 평동산단7번로 59,2024-09-15
평리단-길,서양음식,광주 광산구 평동로 780-1,2024-09-15
평화루,중국음식,광주 남구 군분로77번길 6-1,2024-09-15
평화모터스,자동차부품,광주 북구 중가로 91-5,2024-09-15
평화철물,목재-석재-철물,광주 서구 월산로 235,2024-09-15
평화철물,기타회원제형태업소4,광주 북구 용봉로126번길 73,2024-09-15
포도원어린이집,유아원,광주 남구 광복마을3길 23,2024-09-15
포도원어린이집(아이행복),유아원,광주 남구 광복마을3길 23,2024-09-15
포르테음악학원,예체능학원,광주 북구 양산택지소로 23,2024-09-15
포르피노,서양음식,광주 광산구 임방울대로 366,2024-09-15
포베이,일반한식,광주 북구 우치로 104-10,2024-09-15
포베이,서양음식,광주 북구 북문대로 131,2024-09-15
포스코사진관,사진관,광주 남구 효사랑길 9,2024-09-15
포스코세탁소,세탁소,광주 남구 봉선동,2024-09-15
포에스짐(4s GYM),헬스 크럽,광주 서구 상무중앙로78번길 5-6,2024-09-15
포엠아이안경,안경,광주 서구 치평로 105,2024-09-15
포이에마어학원,외국어학원,광주 광산구 임방울대로 374,2024-09-15
포인트 라인 플레인(Point Line Plane),정장(남성),광주 동구 서석로7번길 6-3,2024-09-15
포차어때,주점,광주 북구 황계로55번길 24-5,2024-09-15
포차천국,일반한식,광주 남구 서문대로749번길 11-1,2024-09-15
포토마인,사진관,광주 남구 효우로93번길 9,2024-09-15
포토메카,사진관,광주 동구 충장로안길 7,2024-09-15
포토플러스,사진관,광주 광산구 목련로394번길 10-8,2024-09-15
포톤테라피,화 장 품,광주 북구 저불로31번길 10-2,2024-09-15
폰 디자인,기타잡화,광주 북구 평교로 27,2024-09-15
폰케이스,기타잡화,광주 동구 충장로 102-5,2024-09-15
폴라리스영어학원,보습학원,광주 북구 서하로 372,2024-09-15
폴라리스유소년축구센터,예체능학원,광주 북구 첨단연신로91번길 32-6,2024-09-15
폼닉스(pomnix),카인테리어,광주 광산구 마항5길 11,2024-09-15
폼당구장,당구장,광주 광산구 임방울대로 144,2024-09-15
푸나무,화원,광주 서구 화개중앙로87번길 6,2024-09-15
푸드김밥,스넥,광주 광산구 풍영로200번길 75,2024-09-15
푸드엔프렌드,일반한식,광주 서구 운천로154번길 31,2024-09-15
푸드원종가집,일반한식,광주 남구 봉선1로36번길 1,2024-09-15
투썸플레이스 광주대점,서양음식,광주 남구 효덕로 298,2024-09-15
투썸플레이스 전남대(2)점,서양음식,광주 북구 호동로 25,2024-09-15
푸르미마트 유한회사,슈퍼 마켓,광주 남구 봉선로122번길 2,2024-09-15
푸르미마트양산점 유한회사,슈퍼 마켓,광주 북구 임방울대로1042번길 14-6,2024-09-15
푸른농산,미곡상,광주 광산구 비아중앙로 26,2024-09-15
푸른농산유통,농축수산품,광주 광산구 상무대로 239,2024-09-15
푸른숲,기타잡화,광주 남구 방림동,2024-09-15
푸른숲약국,약국,광주 북구 임방울대로1041번길 3,2024-09-15
푸른전복,농축수산품,광주 북구 부남길15번길,2024-09-15
푸른정보,컴 퓨 터,광주 북구 용주로 50,2024-09-15
푸릇,서양음식,광주 남구 봉선중앙로131번길 27,2024-09-15
푸릇 금호마재점,농축수산품,광주 서구 풍금로 79,2024-09-15
푸푸샵,악세 사리,광주 광산구 첨단중앙로 96,2024-09-15
풀잎맘의 흙놀이,민예공예품,광주 남구 포충로 937,2024-09-15
풀잎문화센터서광주지부,문화취미기타,광주 서구 상무화원로 9,2024-09-15
풍경,종합용역,광주 북구 경양로87번길 14,2024-09-15
풍경,일반한식,광주 북구 등촌길24번길 1,2024-09-15
풍년농약사,비료/농약/사료/종자,광주 북구 천변우로 247,2024-09-15
풍년들었네,일반한식,광주 광산구 풍영정길 39-14,2024-09-15
풍림세탁소,세탁소,광주 남구 화산로31번안길 2,2024-09-15
풍림카써비스,자동차정비,광주 북구 문화소통로 59,2024-09-15
풍성식당,일반한식,광주 북구 무등로 55,2024-09-15
풍성한,일반한식,광주 남구 백서로 44,2024-09-15
풍암김지광수학전문학원,보습학원,광주 서구 풍암중앙로 55,2024-09-15
풍암김치,기타음료식품,광주 남구 군분로 43,2024-09-15
풍암생태야생태,일반한식,광주 서구 풍금로27번길 7,2024-09-15
풍암섬진강 다슬기수제비,일반한식,광주 서구 회재로 890,2024-09-15
풍암철쭉분재원,화원,광주 서구 풍암동 32-18,2024-09-15
풍암카클리닉,자동차정비,광주 서구 풍암순환로128번길 59,2024-09-15
풍천애장어,일반한식,광주 북구 저불로 77,2024-09-15
풍천장어,일반한식,광주 광산구 소촌로 126,2024-09-15
퓨전카페네잎클로버,스넥,광주 북구 동문대로 18,2024-09-15
프라그란스커피플라워,서양음식,광주 서구 풍암운리로 4,2024-09-15
프라임약국,약국,광주 동구 중앙로 211,2024-09-15
프라임영어교실영어교습소,학원(회원제형태),광주 북구 저불로69번길,2024-09-15
프랑소아,정장(남성),광주 남구 봉선중앙로 84,2024-09-15
프랑스문화원알리앙스프랑세즈화원,외국어학원,광주 북구 유동,2024-09-15
프랭크버거 광주첨단신용점,서양음식,광주 북구 첨단연신로91번길 20-14,2024-09-15
프랭크버거 광주풍암점,서양음식,광주 서구 풍암1로21번길 9-22,2024-09-15
프랭크버거첨단병원점,서양음식,광주 광산구 첨단중앙로170번길 64,2024-09-15
프랭크버거하남2지구점,서양음식,광주 광산구 용아로379번길 29,2024-09-15
프레시워크샵,서양음식,광주 남구 백서로 76,2024-09-15
프레시카페,서양음식,광주 남구 백서로 41,2024-09-15
프로골프마트(상무점),스포츠레져용품,광주 서구 상무누리로 90,2024-09-15
프로광택,카인테리어,광주 광산구 하남대로54번안길 74,2024-09-15
프로자동차공업사,자동차정비,광주 북구 문화소통로 254,2024-09-15
프로잡,일반 가구,광주 광산구 기곡길 134,2024-09-15
프롬나우FROMNOW수학학원,보습학원,광주 광산구 첨단중앙로 96,2024-09-15
프롬더문,화원,광주 동구 제봉로 136,2024-09-15
프리미엄 학동청과,농축수산품,광주 동구 남문로 677,2024-09-15
프리미엄(premium) 먼치킨,애완 동물,광주 광산구 하남울로 25,2024-09-15
프리헤어,미 용 원,광주 광산구 금봉로 111,2024-09-15
프린세스,미 용 원,광주 북구 하서로423번길 24,2024-09-15
플라워 디자인 가구,일반 가구,광주 광산구 북문대로 379,2024-09-15
플라워 오리토리,화원,광주 동구 장동로 19-3,2024-09-15
플라워카페(청솔화원),서양음식,광주 동구 백서로 233,2024-09-15
플라워카페아뜰리에,화원,광주 광산구 송도로 184,2024-09-15
플랜에이 스터디카페 수완대로센터,사무서비스,광주 광산구 임방울대로 352,2024-09-15
플랜에이스터디카페 광주수완센터,사무서비스,광주 광산구 풍영로 189,2024-09-15
플러스내과 영상의학과의원,의원,광주 광산구 장신로,2024-09-15
플러스마트,슈퍼 마켓,광주 광산구 산월로 15,2024-09-15
플러스학원,보습학원,광주 광산구 수등로258번길 4-2,2024-09-15
플레르 드 라라,화원,광주 북구 중가로 91-19,2024-09-15
플레이학원,보습학원,광주 남구 봉주7길 30,2024-09-15
플렉스,주점,광주 광산구 임방울대로825번길 60-18,2024-09-15
플로렌스커피,서양음식,광주 북구 갈마로 23,2024-09-15
플로렌스케이크(florence cake),제과점,광주 서구 상무화원로32번길 3-6,2024-09-15
플로페케이크,기타음료식품,광주 북구 반룡로6번길 18,2024-09-15
플로프트 (FLOFT),화원,광주 광산구 무진대로 246-7,2024-09-15
피굽남피자 광주2호점,서양음식,광주 광산구 풍영로170번길 39-9,2024-09-15
피굽남피자 광주5호점,서양음식,광주 남구 백운로75번가길 12,2024-09-15
피닉스징 동천관,헬스 크럽,광주 서구 하남대로 696,2024-09-15
피드백학원,보습학원,광주 광산구 남동길30번길 17,2024-09-15
피부미인,피부미용실,광주 남구 대남대로294번길 6,2024-09-15
피부미인,화 장 품,광주 서구 염화로57번길 16,2024-09-15
피부향기,피부미용실,광주 광산구 첨단중앙로 102,2024-09-15
피부향기by율,화 장 품,광주 서구 유림로 100,2024-09-15
피씨(PC)그라운드,기타레져업,광주 서구 무진대로 904,2024-09-15
피씨리페어,사무통신기기수리,광주 서구 군분2로 54,2024-09-15
피아노치는아이들음악교습소,예체능학원,광주 북구 첨단연신로 194,2024-09-15
피아노치는아이음악학원,예체능학원,광주 북구 양산택지소로 25,2024-09-15
피에이치65,화원,광주 북구 서강로 79-3,2024-09-15
피에이치오(PHO),일반한식,광주 광산구 월곡중앙로53번길 6,2024-09-15
피오나헤어샵,미 용 원,광주 북구 천변우로79번길 77-1,2024-09-15
피오레헤어,미 용 원,광주 북구 양일로 52,2024-09-15
피자나라치킨공주(쌍촌점),서양음식,광주 서구 화정로21번길 8-3,2024-09-15
피자나라치킨공주(조대점),서양음식,광주 동구 필문대로287번길 5-1,2024-09-15
피자브라더스 광주서구점,서양음식,광주 서구 쌍촌로 32-1,2024-09-15
피자샵,서양음식,광주 북구 서방로 36-1,2024-09-15
피자스쿨 양산점,일반한식,광주 북구 양산로 40,2024-09-15
푸라닭광주신창신가점,스넥,광주 광산구 장신로266번길 5,2024-09-15
푸라닭광주운암점,스넥,광주 북구 동운로213번길 27-1,2024-09-15
핑크네일,화 장 품,광주 북구 금호로 47,2024-09-15
핑클노래연습장,노래방,광주 광산구 사암로390번길 13-32,2024-09-15
하나꽃집,화원,광주 광산구 첨단중앙로 96,2024-09-15
하나로운암약국,약국,광주 북구 북문대로 39-1,2024-09-15
하나사,미용 재료,광주 남구 효덕로 213,2024-09-15
하나야플라워,화원,광주 동구 중앙로160번길 18-2,2024-09-15
하나장식백화점,카페트-커텐-천막-지물,광주 남구 대남대로159번길 6,2024-09-15
하나테크,컴 퓨 터,광주 남구 중앙로 104,2024-09-15
하남건강원,기타건강식,광주 광산구 내상로 46-1,2024-09-15
하남떡방앗간,기타전문점,광주 광산구 월곡로 5,2024-09-15
하남식육점,정 육 점,광주 광산구 산정공원로 84,2024-09-15
하남카 세차장,세 차 장,광주 북구 무등로137번길 1,2024-09-15
하늘 미장원,미 용 원,광주 서구 계수로59번길 4-14,2024-09-15
하늘미술교습소,예체능학원,광주 북구 군왕로 297,2024-09-15
하늘샘,일반한식,광주 동구 지원로5번길 3,2024-09-15
하늘세움세탁,세탁소,광주 북구 운암동,2024-09-15
하늘송,주점,광주 북구 서하로 200,2024-09-15
하늘약국,약국,광주 북구 동문대로 208,2024-09-15
하늘예합기도,예체능학원,광주 남구 효우로 79,2024-09-15
하늘을나는그림책남구점학원,기타 교육,광주 남구 효천중앙로 62,2024-09-15
하늘인테리터,기타용역서비스,광주 북구 북문대로 144,2024-09-15
하늘전기조명,조명 기구,광주 남구 주월동,2024-09-15
하늘채김밥,스넥,광주 북구 동배마을길 29,2024-09-15
하늘태권도,예체능학원,광주 광산구 도산로 11,2024-09-15
하늘환경자원,종합용역,광주 광산구 북문대로 342-15,2024-09-15
하니노래연습장,노래방,광주 동구 남문로 677,2024-09-15
하담헤어,미 용 원,광주 광산구 임방울대로826번길 7-38,2024-09-15
하동정숯불바베큐,일반한식,광주 동구 중앙로196번길 19,2024-09-15
하드래 헤어,미 용 원,광주 남구 군분로82번길 4,2024-09-15
하라커피 첨단스포츠점,기타음료식품,광주 광산구 첨단중앙로170번길 92,2024-09-15
하람태권도,예체능학원,광주 서구 치평로 124,2024-09-15
하랑드살롱,미 용 원,광주 서구 하남대로710번길 16,2024-09-15
하랑은 (운암점),일반한식,광주 북구 북문대로 168,2024-09-15
하랑헤어,미 용 원,광주 북구 용주로 45,2024-09-15
하로월드 광주점,일반 가구,광주 서구 내방로 367,2024-09-15
하루,화 장 품,광주 광산구 용아로379번길 14,2024-09-15
하루(HAROO),서양음식,광주 광산구 앰코로 35,2024-09-15
하루두피 광주 동천점,피부미용실,광주 서구 하남대로680번길 3,2024-09-15
하루두피 신창점,피부미용실,광주 광산구 신창로 86,2024-09-15
하루수제,기타음료식품,광주 서구 상무화원로32번길 11,2024-09-15
하루스토리,사진관,광주 광산구 장신로50번길 17,2024-09-15
하루엔소쿠,서양음식,광주 북구 첨단연신로107번길 19,2024-09-15
하루엔소쿠 수완점,일식회집,광주 광산구 임방울대로332번길 25,2024-09-15
하루연어,일반한식,광주 북구 호동로15번길 55,2024-09-15
하루웰니스,기타대인서비스,광주 북구 서하로 124,2024-09-15
하루필름 광주상무점,기타레져업,광주 서구 시청로60번길 17-7,2024-09-15
하루필름 광주수완점,기타레져업,광주 광산구 장신로 120,2024-09-15
하루헤어,미 용 원,광주 광산구 첨단중앙로68번길 131,2024-09-15
하루헤어크리닉,미 용 원,광주 남구 제중로 29-1,2024-09-15
하룸헤어,미 용 원,광주 동구 필문대로 335,2024-09-15
하림가,일반한식,광주 광산구 삼도가산안길 42,2024-09-15
하림멕시칸,스넥,광주 광산구 월곡반월로 74,2024-09-15
하림성,중국음식,광주 북구 설죽로 518-8,2024-09-15
하마네아구찜진월점,일반한식,광주 남구 서문대로 729,2024-09-15
하말쉐모아 수완장덕점,카페트-커텐-천막-지물,광주 광산구 장신로 47,2024-09-15
하멜과리사실용음악학원,예체능학원,광주 남구 방림동,2024-09-15
하모니,위탁급식업,광주 남구 효덕로 277,2024-09-15
하모니과자점,제과점,광주 광산구 하남대로 248-12,2024-09-15
하모니노래방,노래방,광주 광산구 용아로379번길 40,2024-09-15
하모니헤어,미 용 원,광주 광산구 하남대로54번안길 110,2024-09-15
하버드PC카페,기타레져업,광주 북구 대천로 138,2024-09-15
하버드고시텔,독서실,광주 북구 서방로19번길 9-8,2024-09-15
하블리네참전복,농축수산품,광주 광산구 수등로 272,2024-09-15
하빌뷰티,미 용 원,광주 광산구 신창로 50,2024-09-15
하빌뷰티,미용 재료,광주 광산구 수등로123번길 21,2024-09-15
하삼동커피,서양음식,광주 서구 유림로98번길 51,2024-09-15
하삼동커피(동명점),서양음식,광주 동구 제봉로110번길 15-1,2024-09-15
하삼동커피수완점,서양음식,광주 광산구 장신로148번길 17,2024-09-15
하성장어,일반한식,광주 남구 봉선로19번길 9,2024-09-15
하솜면가육전메밀,일반한식,광주 북구 하서로 434-1,2024-09-15
하솜면가육전메밀(금호점),일반한식,광주 서구 풍금로171번길 5,2024-09-15
하스난방,기타건축자재,광주 서구 매월2로15번길,2024-09-15
하얀나라,세탁소,광주 광산구 풍영로145번길 15,2024-09-15
하얀나라,세탁소,광주 서구 하남대로734번길 13,2024-09-15
하얀나라백운점,세탁소,광주 남구 독립로 102-1,2024-09-15
하얀맘의 까까공방,제과점,광주 광산구 산정공원로42번길 5,2024-09-15
하얀성,일반한식,광주 서구 풍암신흥로 59,2024-09-15
하얀피부,기타회원제형태업소1,광주 북구 용봉택지로 22,2024-09-15
하얼빈 양꼬치,일반한식,광주 서구 금화로73번길 2-7,2024-09-15
하엘음악학원,예체능학원,광주 서구 운천로16번길 3,2024-09-15
하영상사,기타유통업,광주 광산구 진곡산단3번로 1-10,2024-09-15
하오,중국음식,광주 남구 군분로 60,2024-09-15
하오짱,중국음식,광주 북구 양산택지로33번길 25-2,2024-09-15
하와이,일반한식,광주 광산구 광산로 17,2024-09-15
하우드(HAUD),서양음식,광주 서구 무진대로 961,2024-09-15
하우디헤어,미 용 원,광주 서구 상무대로955번길 37-9,2024-09-15
하우스 오브 엘리,일반한식,광주 동구 남문로 694-6,2024-09-15
하우스터디 광주 금호센터 모임공간,사무서비스,광주 서구 화개1로 59-1,2024-09-15
하우스터디 광주일곡 스터디카페,사무서비스,광주 북구 설죽로 518-7,2024-09-15
하우젠,주방 용구,광주 북구 문화소통로 94,2024-09-15
필요한정신과의원,의원,광주 서구 상무중앙로 43,2024-09-15
핏(FIT),정장(남성),광주 남구 봉선로186번길 13,2024-09-15
하울링태권도,예체능학원,광주 광산구 왕버들로251번길 27,2024-09-15
하울미용실,미 용 원,광주 북구 양산택지소로 13,2024-09-15
하윤미장,미 용 원,광주 남구 진제길 11,2024-09-15
칠분통닭 금호점,스넥,광주 서구 화개1로 63,2024-09-15
칠성떡집,제과점,광주 서구 구성로19번길 5,2024-09-15
칠칠칠,기타레져업,광주 남구 서문대로 745,2024-09-15
카라,미 용 원,광주 남구 백운로82번길 11,2024-09-15
카랑카랑,자동차부품,광주 서구 상무대로 901,2024-09-15
카메이드,자동차부품,광주 광산구 하남대로 105,2024-09-15
카스,주점,광주 북구 비엔날레로 54-2,2024-09-15
카오스코리아,스포츠레져용품,광주 광산구 하남지실길 255-63,2024-09-15
카젠우산점,자동차정비,광주 광산구 사암로 126,2024-09-15
카톡포차,일반한식,광주 서구 풍암순환로 107,2024-09-15
카페 루브시,서양음식,광주 북구 하서로 587-2,2024-09-15
카페 앤() 자연을 담은 과일,일반한식,광주 서구 경열로 38,2024-09-15
카페(cafe) 지금,서양음식,광주 북구 첨단연신로 265,2024-09-15
카페302st,서양음식,광주 남구 효덕로,2024-09-15
카페감미,서양음식,광주 북구 문산로 88,2024-09-15
카페그루(cafe grew),서양음식,광주 광산구 어등대로 669,2024-09-15
카페달콩,서양음식,광주 북구 일곡로 100-1,2024-09-15
카페라디오,서양음식,광주 서구 대남대로 461,2024-09-15
카페루아흐,서양음식,광주 북구 매곡로 84,2024-09-15
카페무슈,서양음식,광주 북구 첨단연신로107번길 29,2024-09-15
카페베오,서양음식,광주 광산구 평동로1120번길 70-10,2024-09-15
카페사잇길,서양음식,광주 남구 중앙로107번길 16-1,2024-09-15
카페스티치,서양음식,광주 북구 일곡택지로53번길 18-3,2024-09-15
카페에쏠로지쌍촌아델리움점,서양음식,광주 서구 내방로 247,2024-09-15
카페이솝,일반한식,광주 동구 제봉로 14,2024-09-15
카페일루이스광주병원점,서양음식,광주 북구 면앙로139번길 47,2024-09-15
카페청사,서양음식,광주 남구 봉선로 1,2024-09-15
카페허니스,서양음식,광주 동구 독립로264번길 6,2024-09-15
칼라덴트닥터,자동차정비,광주 서구 운천로 166-1,2024-09-15
캐리어 에어컨 무등총판,냉열 기기,광주 북구 하서로672번길 55,2024-09-15
캔데이(Canday),서양음식,광주 남구 군분로140번길 6-1,2024-09-15
캠퍼스당구장,당구장,광주 북구 용봉로 77,2024-09-15
캣츠아이,귀 금 속,광주 동구 충장로 59-1,2024-09-15
커터퀸,미 용 원,광주 광산구 월곡산정로,2024-09-15
커피아트,서양음식,광주 서구 상일로42번길 5-11,2024-09-15
커피드림,서양음식,광주 광산구 비아로34번길 8-6,2024-09-15
커피매그넙(MAGNUP),서양음식,광주 서구 금화로 240,2024-09-15
커피볶는집(운남점),일반한식,광주 광산구 임방울대로165번길 69-16,2024-09-15
커피스토리,서양음식,광주 서구 천변좌로 243,2024-09-15
커피에 반하다,서양음식,광주 서구 화운로142번길 10,2024-09-15
커피이야기,일반한식,광주 광산구 삼도중방길 48,2024-09-15
커피크레마,서양음식,광주 서구 상무대로1005번길 6,2024-09-15
컨벤션주유소,쌍용S-oil주유소,광주 서구 상무대로 714,2024-09-15
컴(COME),정장(남성),광주 광산구 수등로 246,2024-09-15
컴포즈숲안애점,서양음식,광주 광산구 장덕로95번길 16,2024-09-15
컴포즈커피 광주봉선점,서양음식,광주 남구 봉선중앙로 61,2024-09-15
컴포즈커피 광주첨단점,서양음식,광주 광산구 월계로 173,2024-09-15
컴포즈커피 버들점,서양음식,광주 서구 상무버들로40번길 1,2024-09-15
컴포즈커피 주월골드점,서양음식,광주 남구 서문대로812번길 4-8,2024-09-15
컴포즈커피(첨단월계모아점),서양음식,광주 광산구 첨단중앙로181번길 6,2024-09-15
컴포즈커피광주연제점,서양음식,광주 북구 양일1로 25,2024-09-15
컴포즈커피첨단지식점,서양음식,광주 북구 첨단과기로208번길 43-10,2024-09-15
컷앤컷(일곡점),미 용 원,광주 북구 양일로305번길 28,2024-09-15
케이(K)노래연습장,노래방,광주 광산구 왕버들로 11,2024-09-15
케이뷰티,화 장 품,광주 남구 효천2로가길 5,2024-09-15
케이앤티크레딧,기타회원제형태업소4,광주 북구 무등로202번길 15,2024-09-15
케이엘(KL)산업,인테 리어,광주 북구 면앙로 214-1,2024-09-15
케이제이코퍼레이션,가전 제품,광주 서구 죽봉대로94번길 14-2,2024-09-15
케이투 (K2)광주송하점,스포츠레져용품,광주 남구 서문대로 465,2024-09-15
케이호프,주점,광주 광산구 왕버들로 11,2024-09-15
코끼리아구찜탕,일반한식,광주 서구 금화로73번길 2-1,2024-09-15
코드(COD)수학교습소,보습학원,광주 광산구 임방울대로 330,2024-09-15
코리아나,화 장 품,광주 북구 중흥로91번길 3,2024-09-15
코리엔탈깻잎두마리치킨,스넥,광주 북구 동문대로10번길 40,2024-09-15
코사마트,슈퍼 마켓,광주 동구 밤실로30번길 12,2024-09-15
코아플러스,기타건강식,광주 남구 대남대로 246,2024-09-15
코워커,부동산중개/임대,광주 광산구 송정로8번길 25-4,2024-09-15
코카리스,농축수산품,광주 북구 비엔날레로 101,2024-09-15
코코로,일반한식,광주 남구 천변좌로418번길 19,2024-09-15
코코핸즈커피,문화취미기타,광주 동구 학소로,2024-09-15
코후,서양음식,광주 동구 동계천로 177,2024-09-15
콤마,정장(남성),광주 북구 일곡로 42,2024-09-15
콩샌(광주우산점),스넥,광주 북구 면앙로 135,2024-09-15
쿠(COO)호텔(그린),여관/기타숙박업,광주 남구 대남대로117번길 3-3,2024-09-15
쿠쿠아트미술교습소,예체능학원,광주 서구 내방로157번길 6,2024-09-15
쿨뷰티클리닉,화 장 품,광주 광산구 사암로216번길 14,2024-09-15
쿼카,서양음식,광주 남구 양촌길 5,2024-09-15
퀸종합화장품,화 장 품,광주 광산구 사암로340번길 30,2024-09-15
큐당구장,당구장,광주 광산구 첨단내촌로70번길 52,2024-09-15
큐사랑 수등리안점,미용 재료,광주 광산구 수등로258번길 13,2024-09-15
큐코인노래연습장,노래방,광주 북구 동문대로249번길 12,2024-09-15
크라운호프 광주용봉점,일반한식,광주 북구 저불로 37,2024-09-15
크레용,정장(남성),광주 광산구 송도로182번길 16-6,2024-09-15
크로스핏STB금호(CrossfitSTB),예체능학원,광주 서구 운천로32번길 7,2024-09-15
크리닝 하우스,세탁소,광주 광산구 장덕로95번길 16,2024-09-15
크리아트 상무현대원,기타 교육,광주 서구 내방로 52,2024-09-15
크린업24 매곡점,세탁소,광주 북구 하백로6번길 12,2024-09-15
크린에이드,세탁소,광주 광산구 풍영로101번길 22,2024-09-15
크린토피아 광주농성SK뷰점,세탁소,광주 서구 상무대로1147번길 16,2024-09-15
크린토피아 롯데마트(첨단점),세탁소,광주 광산구 첨단강변로99번길 22,2024-09-15
친구야호프,주점,광주 북구 대자로 74,2024-09-15
친한친구,주점,광주 북구 대천로 140-7,2024-09-15
뉴스코화장품,화 장 품,광주 광산구 월계로 78-1,2024-09-15
뉴욕아트미술,예체능학원,광주 광산구 첨단중앙로181번길 88-21,2024-09-15
뉴탑메딕스,의료 용품,광주 북구 첨단연신로91번길 30,2024-09-15
뉴형제카시트,자동차시트/타이어,광주 광산구 송도로208번길 8,2024-09-15
느린먹거리by부각마을,일반한식,광주 광산구 송정로8번길 26,2024-09-15
늘봄아동발달센터,사무서비스,광주 광산구 임방울대로825번길 22-57,2024-09-15
늘편한내과의원,의원,광주 광산구 신창로 68,2024-09-15
늘푸른치과의원,치과의원,광주 서구 운천로 32,2024-09-15
니꾸소,일반한식,광주 북구 용봉택지로 54,2024-09-15
니콜,미 용 원,광주 서구 금부로99번길 14,2024-09-15
다기야금호점,서양음식,광주 서구 풍금로151번길,2024-09-15
다나통증의학과의원,의원,광주 서구 금화로 88,2024-09-15
다니엘치과,치과의원,광주 북구 설죽로 337,2024-09-15
다담찻집,서양음식,광주 동구 제봉로 196,2024-09-15
다라실,일반한식,광주 서구 상무번영로 68,2024-09-15
다르다김밥주먹밥,일반한식,광주 남구 봉선중앙로 3,2024-09-15
다모아카센터,자동차정비,광주 광산구 고내상길 83,2024-09-15
다미정,일반한식,광주 서구 풍암순환로128번길 73,2024-09-15
다붓,일반한식,광주 광산구 수완로74번길 46,2024-09-15
다사랑약국,약국,광주 광산구 첨단중앙로 96,2024-09-15
다소,서양음식,광주 남구 군분로65번길 4-2,2024-09-15
다솜한방병원,한방병원,광주 광산구 임방울대로 779,2024-09-15
다오라(Daora)헤어살롱,미 용 원,광주 서구 운천로 247,2024-09-15
다온네일,피부미용실,광주 북구 서하로 459-1,2024-09-15
다온유외과 의원,의원,광주 남구 서문대로 692,2024-09-15
다올,미 용 원,광주 서구 풍암신흥로 37,2024-09-15
다옴,침구수예점,광주 북구 첨단과기로 123,2024-09-15
다운스(DOWNS),서양음식,광주 북구 용봉로 120-1,2024-09-15
다원요가,헬스 크럽,광주 광산구 신창로 116,2024-09-15
다이닝야경용봉점,주점,광주 북구 저불로69번길 14,2024-09-15
다이어트복싱 ZERO(제로)봉선주월점,헬스 크럽,광주 남구 대남대로 159,2024-09-15
다정식품,기타음료식품,광주 북구 동문대로97번길 26,2024-09-15
다크호스,주점,광주 서구 상무오월로52번길 8,2024-09-15
다현상사,화 장 품,광주 서구 매월2로,2024-09-15
닥터뷰티의원,의원,광주 서구 치평동,2024-09-15
닥터큐하우스,화 장 품,광주 서구 죽봉대로119번길 16,2024-09-15
단미식탁,일반한식,광주 북구 첨단연신로108번길 31-16,2024-09-15
단인기업주식회사,기타회원제형태업소4,광주 서구 마륵로 122,2024-09-15
달고나,기타음료식품,광주 북구 북문대로247번길 34,2024-09-15
달꿈,서양음식,광주 광산구 하남대로54번안길 152,2024-09-15
달동네 남원추어탕(봉선점),일반한식,광주 남구 봉선로 57,2024-09-15
달리DALLI,정장(남성),광주 광산구 신창로 130,2024-09-15
달보드레과자점,제과점,광주 광산구 임방울대로 154-21,2024-09-15
달빛아래 월하,주점,광주 서구 상무대로 1059,2024-09-15
달잔,주점,광주 북구 대자로 26,2024-09-15
달콤베이커리(광주시청점),제과점,광주 서구 상무시민로 103,2024-09-15
달콤하남점,정장(남성),광주 광산구 하남울로 24,2024-09-15
달크림,정장(남성),광주 남구 봉선1로37번길 1,2024-09-15
닭꾼 자연애임실치즈피자,서양음식,광주 서구 금화로492번길 1,2024-09-15
담비,악세 사리,광주 남구 봉선1로 75-1,2024-09-15
담양계란,농축수산품,광주 북구 군왕로8번길 11-1,2024-09-15
담양용용숯불갈비,일반한식,광주 북구 군왕로142번길 36,2024-09-15
당구나라재료상사,스포츠레져용품,광주 광산구 하남산단3번로 137,2024-09-15
대가국밥,일반한식,광주 광산구 선운로 12-1,2024-09-15
대경정보통신,통신 기기,광주 남구 봉선1로 75,2024-09-15
대광여자고등학교사회적협동조합,기타음료식품,광주 남구 서문대로742번길 13,2024-09-15
대기상사,자동차부품,광주 서구 금화로85번길 31,2024-09-15
대도 태권도,예체능학원,광주광역시 서구 화정로 87-1,2024-09-15
대동에너지유한회사,현대정유오일뱅크,광주 서구 회재로,2024-09-15
